,Organization Name,IPO Status,Number of Founders,Company Type,CB Rank (Company),Operating Status,Industry Groups,Number of Employees,Estimated Revenue Range,Number of Exits,Number of Sub-Orgs,city,state,funding_status,revenue_range,no_employees,lat,lon,no_founders,industry,industry_groups,industry_groups_andreas,website,phone,email,linkedin,twitter,facebook,articles,founded_year,last_funding_year,exit_year,closed_year,no_investors,no_fund_rounds,acquired,private_ipo,company_type,operting_status,no_lead_investors,no_sub_orgs,no_exits,has_preseed,has_seed,has_series_a,has_series_b,has_series_c,has_series_d,has_series_e,has_angel,has_debt_financing,has_grant,has_corporate_round,has_series_x,has_ico,has_other_funding,preseed_fund,seed_fund,series_a_fund,series_b_fund,series_c_fund,series_d_fund,series_e_fund,private_equity_fund,seed_to_pre_ratio,a_to_seed_ratio,b_to_a_ratio,c_to_b_ratio,d_to_c_ratio,e_to_d_ratio,pe_to_e_ratio,total_funding_usd,last_funding_type,last_funding_amount,hub_tags,industry_multiples,company_valuation,months_since_founded,y
1785,givve,Private,3.0,For Profit,"107,122",Active,"Administrative Services, Financial Services, Health Care",101-250,$1M to $10M,,,München, Bayern,M&A,$1M to $10M,101-250,48.1374,11.5755,3.0,"['Administrative Services', ' Financial Services', ' Health Care']",Business Services,-1,1,0,1,1,0,0,3.0,2010,2015.0,2018.0,,9.0,7.0,1,1,1,1,1.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,300000.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3484384.0,Venture - Series Unknown,,,3.5,12195344.0,162,1
1786,siltectra,Private,2.0,For Profit,"108,081",Closed,"Hardware, Manufacturing, Science and Engineering",11-50,$10M to $50M,,,Dresden, Sachsen,M&A,$10M to $50M,11-50,51.0504,13.7373,2.0,"['Hardware', ' Manufacturing', ' Science and Engineering']",Hardware and Electronics,-1,1,1,1,1,1,0,2.0,2010,2017.0,2018.0,2018.0,3.0,9.0,1,1,1,0,2.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,1200000.0,1000000.0,3900000.0,,,,,0.0,0.8333333333333334,3.9,0.0,0.0,0.0,0.0,17803086.0,Series B,4624617.0,,4.0,71212344.0,168,1
1787,wesustain,Private,3.0,For Profit,"127,943",Active,"Information Technology, Software, Sustainability",11-50,$1M to $10M,,,Buxtehude, Niedersachsen,M&A,$1M to $10M,11-50,53.4672,9.6864,3.0,"['Information Technology', ' Software', ' Sustainability']",Technology and Software,-1,1,1,1,1,1,1,2.0,2010,2014.0,2021.0,,4.0,2.0,1,1,1,1,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,4000000.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4976251.0,Series B,4976250.0,,4.0,19905004.0,173,1
1791,mobisol,Private,1.0,For Profit,"144,176",Closed,"Energy, Natural Resources, Sustainability",251-500,$1M to $10M,,,Berlin, Berlin,M&A,$1M to $10M,251-500,52.52,13.405,1.0,"['Energy', ' Natural Resources', ' Sustainability']",Energy and Natural Resources,-1,1,1,1,0,0,1,7.0,2010,2017.0,2019.0,2019.0,5.0,5.0,1,1,1,0,3.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,,,16000000.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27474087.0,Debt Financing,11474087.0,,1.5,41211130.5,173,1
1796,profitbricks,Private,2.0,For Profit,"152,459",Closed,"Hardware, Information Technology, Internet Services, Software",51-100,$10M to $50M,,,Berlin, Berlin,M&A,$10M to $50M,51-100,52.52,13.405,2.0,"['Hardware', ' Information Technology', ' Internet Services', ' Software']",Hardware and Electronics,-1,1,1,1,0,1,0,57.0,2010,2013.0,2017.0,,2.0,1.0,1,1,1,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,19500000.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19500000.0,Series A,19500000.0,,4.0,78000000.0,173,1
1797,sividon diagnostics,Private,2.0,For Profit,"157,449",Closed,Health Care,11-50,,,,Kölln-reisiek, Schleswig-Holstein,M&A,$1M to $10M,11-50,53.7833,9.7,2.0,['Health Care'],Healthcare and Biotechnology,-1,1,1,1,0,0,0,2.0,2010,2015.0,2016.0,2016.0,4.0,2.0,1,1,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55246.0,Grant,55245.0,,3.0,165738.0,173,1
1799,semasio,Private,2.0,For Profit,"174,687",Active,"Advertising, Data and Analytics, Sales and Marketing",11-50,$1M to $10M,,,Hamburg, Hamburg,M&A,$1M to $10M,11-50,53.5511,9.9937,2.0,"['Advertising', ' Data and Analytics', ' Sales and Marketing']",Business Services,-1,1,0,1,1,1,0,14.0,2010,2014.0,2022.0,,6.0,3.0,1,1,1,1,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,600000.0,2350000.0,1000000.0,,,,,0.0,3.9166666666666665,0.425531914893617,0.0,0.0,0.0,0.0,5171232.0,Series B,1375250.0,,3.5,18099312.0,163,1
1800,flightright,Private,2.0,For Profit,"192,450",Active,"Other, Professional Services, Transportation, Travel and Tourism",101-250,Less than $1M,,,Potsdam, Brandenburg,M&A,Less than $1M,101-250,52.4009,13.0591,2.0,"['Other', ' Professional Services', ' Transportation', ' Travel and Tourism']",Other,-1,1,1,1,1,1,1,6.0,2010,2011.0,2019.0,,2.0,1.0,1,1,1,1,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1430000.0,Venture - Series Unknown,1430000.0,,2.0,2860000.0,167,1
1802,wunderlist,Private,6.0,For Profit,"214,391",Closed,"Apps, Internet Services, Mobile, Other, Platforms, Software",51-100,$10M to $50M,,,Berlin, Berlin,M&A,$10M to $50M,51-100,52.52,13.405,6.0,"['Apps', ' Internet Services', ' Mobile', ' Other', ' Platforms', ' Software']",Technology and Software,-1,1,0,1,1,1,1,48.0,2010,2013.0,2015.0,,7.0,6.0,1,1,1,0,5.0,0.0,0.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,,,4200000.0,30000000.0,,,,,0.0,0.0,7.142857142857143,0.0,0.0,0.0,0.0,34983891.0,Series B,30000000.0,,4.0,139935564.0,165,1
1805,innosabi gmbh,Private,4.0,For Profit,"281,275",Active,"Administrative Services, Internet Services, Other, Professional Services, Software",11-50,$1M to $10M,,,Munich, Bayern,M&A,$1M to $10M,11-50,48.1374,11.5755,4.0,"['Administrative Services', ' Internet Services', ' Other', ' Professional Services', ' Software']",Business Services,-1,1,1,1,1,1,1,9.0,2010,2012.0,2021.0,,0.0,1.0,1,1,1,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,20000.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25891.0,Seed,25890.0,,3.5,90618.5,161,1
1806,content fleet,Private,1.0,For Profit,"287,917",Active,"Advertising, Content and Publishing, Data and Analytics, Media and Entertainment, Sales and Marketing, Software",101-250,,,,Hamburg, Hamburg,M&A,$1M to $10M,101-250,53.5511,9.9937,1.0,"['Advertising', ' Content and Publishing', ' Data and Analytics', ' Media and Entertainment', ' Sales and Marketing', ' Software']",Business Services,-1,1,1,1,1,1,1,4.0,2010,2011.0,2015.0,,3.0,2.0,1,1,1,1,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,3500000.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500000.0,Series B,3500000.0,,3.5,12250000.0,164,1
1807,scopis,Private,3.0,For Profit,"289,541",Closed,"Hardware, Health Care, Manufacturing, Navigation and Mapping, Software",11-50,Less than $1M,,,Berlin, Berlin,M&A,Less than $1M,11-50,52.52,13.405,3.0,"['Hardware', ' Health Care', ' Manufacturing', ' Navigation and Mapping', ' Software']",Hardware and Electronics,-1,1,1,1,0,0,0,3.0,2010,2013.0,2017.0,,5.0,2.0,1,1,1,0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,500000.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640279.0,Series A,,,4.0,2561116.0,166,1
1808,yieldkit,Private,1.0,For Profit,"294,417",Active,"Advertising, Sales and Marketing, Transportation",11-50,Less than $1M,,,Hamburg, Hamburg,M&A,Less than $1M,11-50,53.5511,9.9937,1.0,"['Advertising', ' Sales and Marketing', ' Transportation']",Business Services,-1,1,1,1,1,1,1,6.0,2010,2021.0,2021.0,,3.0,2.0,1,1,1,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,750000.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750000.0,Venture - Series Unknown,,,3.5,2625000.0,173,1
1809,lieferheld,Private,2.0,For Profit,"395,589",Closed,"Administrative Services, Commerce and Shopping, Food and Beverage, Internet Services",51-100,$1M to $10M,,,Berlin, Berlin,M&A,$1M to $10M,51-100,52.52,13.405,2.0,"['Administrative Services', ' Commerce and Shopping', ' Food and Beverage', ' Internet Services']",Business Services,-1,1,1,1,1,1,0,28.0,2010,2011.0,2018.0,,5.0,2.0,1,1,1,0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10788796.0,Venture - Series Unknown,10788795.0,,3.5,37760786.0,165,1
1811,trademob,Private,1.0,For Profit,"404,152",Closed,"Advertising, Apps, Mobile, Sales and Marketing, Software",101-250,$10M to $50M,,,Berlin, Berlin,M&A,$10M to $50M,101-250,52.52,13.405,1.0,"['Advertising', ' Apps', ' Mobile', ' Sales and Marketing', ' Software']",Business Services,-1,1,1,1,1,0,0,30.0,2010,2012.0,2017.0,,3.0,2.0,1,1,1,0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,15000000.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0,Series B,15000000.0,,3.5,52500000.0,166,1
1812,ds digitale seiten,Private,1.0,For Profit,"509,425",Active,"Advertising, Information Technology, Internet Services, Sales and Marketing, Software",11-50,Less than $1M,,,Nürnberg, Bayern,M&A,Less than $1M,11-50,49.4539,11.0775,1.0,"['Advertising', ' Information Technology', ' Internet Services', ' Sales and Marketing', ' Software']",Business Services,-1,1,1,1,1,1,1,0,2010,2012.0,2017.0,,8.0,3.0,1,1,1,1,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,1500000.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2083846.0,Series B,,,3.5,7293461.0,169,1
1813,mysportgroup gmbh,Private,2.0,For Profit,"633,957",Active,"Commerce and Shopping, Internet Services, Sales and Marketing",101-250,$1M to $10M,,,Berlin, Berlin,M&A,$1M to $10M,101-250,52.52,13.405,2.0,"['Commerce and Shopping', ' Internet Services', ' Sales and Marketing']",Retail and E-commerce,-1,1,1,0,1,0,0,0,2010,2013.0,2016.0,,6.0,2.0,1,1,1,1,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,13500000.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20134186.0,Venture - Series Unknown,6634185.0,,1.5,30201279.0,173,1
1815,localguiding,Private,3.0,For Profit,"757,569",Closed,"Internet Services, Sales and Marketing, Travel and Tourism",11-50,,,,Munich, Bayern,M&A,$1M to $10M,11-50,48.1374,11.5755,3.0,"['Internet Services', ' Sales and Marketing', ' Travel and Tourism']",Telecommunications and Internet Services,-1,1,1,1,0,1,0,2.0,2010,2012.0,2014.0,2014.0,1.0,1.0,1,1,1,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,40000.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,Seed,40000.0,,4.0,160000.0,173,1
1816,ipayst,Private,1.0,For Profit,"912,372",Active,"Financial Services, Mobile, Payments, Software",11-50,Less than $1M,,,Munich, Bayern,Early Stage Venture,Less than $1M,11-50,48.1374,11.5755,1.0,"['Financial Services', ' Mobile', ' Payments', ' Software']",Finance and Payments,"['Blockchain and Cryptocurrency', 'Financial Services', 'Lending and Investments', 'Payments']",1,1,1,0,1,0,0,2010,2013.0,,,1.0,3.0,0,1,1,1,0.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,,270000.0,5400000.0,,,,,,0.0,20.0,0.0,0.0,0.0,0.0,0.0,9260611.0,Series A,7138683.0,,3.5,32412138.5,164,1
1817,myobis,Private,1.0,For Profit,"920,588",Active,Software,11-50,,,,München, Bayern,M&A,$1M to $10M,11-50,48.1374,11.5755,1.0,['Software'],Technology and Software,-1,1,1,1,1,1,1,0,2010,2012.0,2016.0,,2.0,1.0,1,1,1,1,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1974409.0,Venture - Series Unknown,1974409.0,,4.0,7897636.0,173,1
1820,songfor,Private,,For Profit,"1,450,953",Active,"Internet Services, Media and Entertainment, Music and Audio",51-100,Less than $1M,,,Berlin, Berlin,M&A,Less than $1M,51-100,52.52,13.405,1.0,"['Internet Services', ' Media and Entertainment', ' Music and Audio']",Telecommunications and Internet Services,-1,1,0,1,0,1,1,1.0,2010,2013.0,,,0.0,1.0,0,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60405.0,Equity Crowdfunding,60404.0,,4.0,241620.0,173,1
1824,lilium,Public,1.0,For Profit,485,Active,"Science and Engineering, Transportation",501-1000,$100M to $500M,,,Weßling, Bayern,IPO,$100M to $500M,501-1000,48.0833,11.25,1.0,"['Science and Engineering', ' Transportation']",Science and Engineering,-1,1,1,1,1,1,1,194.0,2015,2023.0,2021.0,,24.0,9.0,0,0,1,1,4.0,0.0,0.0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,,,11400000.0,90000000.0,35000000.0,,,,0.0,0.0,7.894736842105263,0.3888888888888889,0.0,0.0,0.0,1237400000.0,Post-IPO Equity,192000000.0,Exited Unicorn,1.5,1856100000.0,113,1
1825,sennder,Private,3.0,For Profit,516,Active,"Manufacturing, Science and Engineering, Transportation",501-1000,$10M to $50M,,,Berlin, Berlin,Late Stage Venture,$10M to $50M,501-1000,52.52,13.405,3.0,"['Manufacturing', ' Science and Engineering', ' Transportation']",Manufacturing and Industry,-1,1,1,1,1,1,1,23.0,2015,2021.0,,,18.0,8.0,0,1,1,1,6.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,,30000000.0,70000000.0,80000000.0,,,0.0,0.0,0.0,2.333333333333333,1.1428571428571428,0.0,0.0,340000000.0,Series D,80000000.0,Unicorn,1.5,510000000.0,113,1
1826,grover,Private,1.0,For Profit,731,Active,"Commerce and Shopping, Consumer Electronics, Hardware, Other",251-500,$500M to $1B,,1.0,Berlin, Berlin,Late Stage Venture,$500M to $1B,251-500,52.52,13.405,1.0,"['Commerce and Shopping', ' Consumer Electronics', ' Hardware', ' Other']",Retail and E-commerce,-1,1,0,1,1,1,1,77.0,2015,2022.0,,,30.0,18.0,0,1,1,1,9.0,1.0,0.0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,,8000000.0,11000000.0,29000000.0,110000000.0,,,,0.0,1.375,2.636363636363636,3.793103448275862,0.0,0.0,0.0,2286884898.0,Debt Financing,292446433.0,Unicorn,1.5,3430327347.0,110,1
1827,solaris,Private,2.0,For Profit,"1,021",Active,"Financial Services, Information Technology, Lending and Investments",501-1000,$10M to $50M,,,Berlin, Berlin,Late Stage Venture,$10M to $50M,501-1000,52.52,13.405,2.0,"['Financial Services', ' Information Technology', ' Lending and Investments']",Finance and Payments,"['Blockchain and Cryptocurrency', 'Financial Services', 'Lending and Investments', 'Payments']",1,1,1,1,1,1,116.0,2015,2024.0,,,23.0,8.0,0,1,1,1,6.0,0.0,0.0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,,12200000.0,26300000.0,56600000.0,60000000.0,190000000.0,40000000.0,58000000.0,0.0,2.1557377049180326,2.152091254752852,1.060070671378092,3.1666666666666665,0.2105263157894736,1.45,553092601.0,Series F,62997873.0,Unicorn,3.5,1935824103.5,113,1
1828,scoutbee,Private,4.0,For Profit,"1,188",Active,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Science and Engineering, Software, Transportation",101-250,$1M to $10M,,,Würzburg, Bayern,Early Stage Venture,$1M to $10M,101-250,49.7913,9.9534,4.0,"['Artificial Intelligence (AI)', ' Data and Analytics', ' Information Technology', ' Other', ' Science and Engineering', ' Software', ' Transportation']",Technology and Software,-1,1,1,1,1,1,1,21.0,2015,2020.0,,,6.0,3.0,0,1,1,1,1.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,4000000.0,12000000.0,60000000.0,,,,,0.0,3.0,5.0,0.0,0.0,0.0,0.0,76000000.0,Series B,60000000.0,,4.0,304000000.0,112,1
1829,getsafe,Private,2.0,For Profit,"1,578",Active,"Apps, Financial Services, Mobile, Software",251-500,$100M to $500M,,,Heidelberg, Baden-Wurttemberg,Early Stage Venture,$100M to $500M,251-500,49.3988,8.6724,2.0,"['Apps', ' Financial Services', ' Mobile', ' Software']",Technology and Software,-1,1,1,1,1,1,1,52.0,2015,2021.0,,,17.0,5.0,0,1,1,1,7.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,5100000.0,17000000.0,63000000.0,,,,,0.0,3.333333333333333,3.7058823529411766,0.0,0.0,0.0,0.0,115890000.0,Series B,63000000.0,,4.0,463560000.0,113,1
1830,clark,Private,4.0,For Profit,"2,804",Active,Financial Services,501-1000,$1B to $10B,,,Frankfurt, Hessen,Late Stage Venture,$1B to $10B,501-1000,50.110924,8.682127,4.0,['Financial Services'],Finance and Payments,"['Blockchain and Cryptocurrency', 'Financial Services', 'Lending and Investments', 'Payments']",1,1,1,1,1,1,58.0,2015,2021.0,,,21.0,6.0,0,1,1,1,5.0,0.0,0.0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,,,13200000.0,29000000.0,69000000.0,,,,0.0,0.0,2.196969696969697,2.3793103448275863,0.0,0.0,0.0,133658631.0,Series C,84239724.0,,3.5,467805208.5,108,1
1831,zenjob,Private,4.0,For Profit,"3,625",Active,"Administrative Services, Professional Services",251-500,$1M to $10M,,,Berlin, Berlin,Late Stage Venture,$1M to $10M,251-500,52.52,13.405,4.0,"['Administrative Services', ' Professional Services']",Business Services,-1,1,1,1,1,1,1,10.0,2015,2022.0,,,10.0,8.0,0,1,1,1,6.0,0.0,0.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,5000000.0,15000000.0,27600000.0,45000000.0,,,0.0,0.0,3.0,1.84,1.6304347826086956,0.0,0.0,107117270.0,Series D,50980525.0,,3.5,374910445.0,113,1
1832,hellobetter,Private,7.0,For Profit,"4,714",Active,"Health Care, Mobile",101-250,$1M to $10M,,,Berlin, Berlin,Early Stage Venture,$1M to $10M,101-250,52.52,13.405,7.0,"['Health Care', ' Mobile']",Healthcare and Biotechnology,-1,1,1,1,1,1,1,24.0,2015,2023.0,,,7.0,5.0,0,1,1,1,5.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,3000000.0,7000000.0,,,,,,0.0,2.333333333333333,0.0,0.0,0.0,0.0,0.0,27751264.0,Series A,5330194.0,,3.0,83253792.0,113,1
1833,covestro,Public,,For Profit,"4,814",Active,"Manufacturing, Science and Engineering",10001+,$10B+,1.0,1.0,Leverkusen, Nordrhein-Westfalen,M&A,$10B+,10001+,51.0333,6.9833,1.0,"['Manufacturing', ' Science and Engineering']",Manufacturing and Industry,-1,1,1,1,1,1,1,254.0,2015,2017.0,2015.0,,0.0,1.0,1,0,1,1,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1181446563.0,Post-IPO Secondary,1181446563.0,,1.5,1772169844.5,105,1
1836,mcmakler,Private,3.0,For Profit,"6,532",Active,"Financial Services, Real Estate",501-1000,$500M to $1B,,,Berlin, Berlin,M&A,$500M to $1B,501-1000,52.52,13.405,3.0,"['Financial Services', ' Real Estate']",Finance and Payments,"['Blockchain and Cryptocurrency', 'Financial Services', 'Lending and Investments', 'Payments']",1,1,1,1,1,1,23.0,2015,2023.0,,,16.0,10.0,0,1,1,1,6.0,0.0,0.0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,,,8500000.0,16000000.0,40000000.0,42000000.0,,,0.0,0.0,1.8823529411764703,2.5,1.05,0.0,0.0,231007705.0,Venture - Series Unknown,21832869.0,,3.5,808526967.5,108,1
1838,roboyo,Private,3.0,For Profit,"7,771",Active,"Information Technology, Professional Services",501-1000,$100M to $500M,,,Nürnberg, Bayern,Private Equity,$100M to $500M,501-1000,49.4539,11.0775,3.0,"['Information Technology', ' Professional Services']",Technology and Software,-1,1,1,1,1,1,1,24.0,2015,2023.0,,,2.0,2.0,0,1,1,1,2.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,21000000.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24868611.0,Private Equity,,,4.0,99474444.0,113,1
1839,zeitgold,Private,3.0,For Profit,"9,278",Active,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Other, Science and Engineering, Software",101-250,$1M to $10M,,,Berlin, Berlin,M&A,$1M to $10M,101-250,52.52,13.405,3.0,"['Artificial Intelligence (AI)', ' Data and Analytics', ' Financial Services', ' Other', ' Science and Engineering', ' Software']",Technology and Software,-1,1,1,1,1,1,1,9.0,2015,2020.0,2021.0,,9.0,5.0,1,1,1,1,3.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,4200000.0,10000000.0,27000000.0,,,,,0.0,2.380952380952381,2.7,0.0,0.0,0.0,0.0,57011648.0,Series B,29264961.0,,4.0,228046592.0,113,1
1841,plantix,Private,7.0,For Profit,"9,383",Active,"Agriculture and Farming, Apps, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",251-500,$1M to $10M,,,Berlin, Berlin,M&A,$1M to $10M,251-500,52.52,13.405,7.0,"['Agriculture and Farming', ' Apps', ' Artificial Intelligence (AI)', ' Data and Analytics', ' Science and Engineering', ' Software']",Manufacturing and Industry,-1,1,1,1,1,1,1,15.0,2015,2020.0,2023.0,,7.0,5.0,1,1,1,1,3.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,,4450000.0,6600000.0,,,,,,0.0,1.4831460674157304,0.0,0.0,0.0,0.0,0.0,19785946.0,Venture - Series Unknown,5889399.0,,2.0,39571892.0,102,1
1842,aaron.ai,Private,3.0,For Profit,"10,361",Active,"Artificial Intelligence (AI), Data and Analytics, Health Care, Internet Services, Science and Engineering, Software",51-100,$1M to $10M,,,Berlin, Berlin,M&A,$1M to $10M,51-100,52.52,13.405,3.0,"['Artificial Intelligence (AI)', ' Data and Analytics', ' Health Care', ' Internet Services', ' Science and Engineering', ' Software']",Technology and Software,-1,1,0,1,1,1,1,24.0,2015,2022.0,2024.0,,6.0,3.0,1,1,1,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,3500000.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3665681.0,Seed,3665681.0,,4.0,14662724.0,108,1
1845,thinksurance,Private,3.0,For Profit,"11,628",Active,"Financial Services, Internet Services, Software",101-250,$100M to $500M,,,Frankfurt, Hessen,Early Stage Venture,$100M to $500M,101-250,50.110924,8.682127,3.0,"['Financial Services', ' Internet Services', ' Software']",Finance and Payments,"['Blockchain and Cryptocurrency', 'Financial Services', 'Lending and Investments', 'Payments']",1,1,1,1,1,1,28.0,2015,2023.0,,,7.0,4.0,0,1,1,1,4.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,500000.0,3500000.0,22000000.0,,,,,0.0,7.0,6.285714285714286,0.0,0.0,0.0,0.0,42976299.0,Series B,23855711.0,,3.5,150417046.5,113,1
1846,nuri,Private,3.0,For Profit,"11,642",Closed,"Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software",101-250,$10M to $50M,,,Berlin, Berlin,M&A,$10M to $50M,101-250,52.52,13.405,3.0,"['Blockchain and Cryptocurrency', ' Financial Services', ' Lending and Investments', ' Other', ' Payments', ' Software']",Technology and Software,-1,1,0,0,1,1,1,31.0,2015,2024.0,,2022.0,14.0,10.0,0,1,1,0,10.0,0.0,0.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,25000.0,800000.0,12700000.0,9000000.0,,,,,32.0,15.875,0.7086614173228346,0.0,0.0,0.0,0.0,49174004.0,Venture - Series Unknown,,,4.0,196696016.0,103,1
1848,rencore,Private,2.0,For Profit,"12,768",Active,"Apps, Information Technology, Internet Services, Privacy and Security, Professional Services, Software",51-100,$10M to $50M,,,Munich, Bayern,Seed,$10M to $50M,51-100,48.1374,11.5755,2.0,"['Apps', ' Information Technology', ' Internet Services', ' Privacy and Security', ' Professional Services', ' Software']",Technology and Software,-1,1,1,1,1,1,1,58.0,2015,2024.0,,,8.0,5.0,0,1,1,1,2.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,1500000.0,8000000.0,,,,,,0.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,14689201.0,Angel,,,4.0,58756804.0,109,1
1849,nvision imaging technologies,Private,5.0,For Profit,"13,245",Active,"Biotechnology, Health Care, Science and Engineering",51-100,$1M to $10M,,,Ulm, Baden-Wurttemberg,Early Stage Venture,$1M to $10M,51-100,48.39841,9.99155,5.0,"['Biotechnology', ' Health Care', ' Science and Engineering']",Healthcare and Biotechnology,-1,1,0,0,1,0,0,1.0,2015,2023.0,,,10.0,13.0,0,1,1,1,1.0,0.0,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,,5000000.0,30000000.0,,,,,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,52150000.0,Series A,30000000.0,,3.0,156450000.0,113,1
1850,userlane,Private,3.0,For Profit,"13,324",Active,"Design, Information Technology, Internet Services, Software",101-250,$10M to $50M,,,München, Bayern,Early Stage Venture,$10M to $50M,101-250,48.1374,11.5755,3.0,"['Design', ' Information Technology', ' Internet Services', ' Software']",Business Services,-1,1,1,1,1,1,1,10.0,2015,2020.0,,,7.0,4.0,0,1,1,1,2.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,4000000.0,10000000.0,,,,,0.0,0.0,2.5,0.0,0.0,0.0,0.0,16349056.0,Series B,11410406.0,,,,104,1
1852,asana rebel,Private,2.0,For Profit,"15,025",Active,"Apps, Community and Lifestyle, Food and Beverage, Health Care, Software, Sports",11-50,$10M to $50M,,,Berlin, Berlin,Early Stage Venture,$10M to $50M,11-50,52.52,13.405,2.0,"['Apps', ' Community and Lifestyle', ' Food and Beverage', ' Health Care', ' Software', ' Sports']",Technology and Software,-1,1,0,1,1,1,1,3.0,2015,2018.0,,,8.0,4.0,0,1,1,1,5.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,900000.0,6500000.0,17400000.0,,,,,0.0,7.222222222222222,2.6769230769230767,0.0,0.0,0.0,0.0,24800000.0,Series B,17400000.0,,4.0,99200000.0,110,1
